  0.49171E-04  0.36041E+01  0.49170E-04  0.36043E+01 -0.16834E-04  0.68467E-08 -0.16834E-04  0.68466E-08 -0.16785E-04 -0.68694E-08 -0.16785E-04 -0.68693E-08      1 -0.30663E-05  0.36043E+01  0.40367E-06  0.68466E-08  0.45274E-06 -0.68693E-08  0.27724E+01 -0.55260E-05
  0.98345E-04  0.72080E+01  0.98340E-04  0.72087E+01 -0.33668E-04  0.43461E-08 -0.33669E-04  0.43459E-08 -0.33570E-04 -0.62769E-08 -0.33571E-04 -0.62767E-08      2 -0.61335E-05  0.72087E+01  0.80758E-06  0.43459E-08  0.90579E-06 -0.62767E-08  0.10049E+00 -0.22108E-04
  0.14752E-03  0.10812E+02  0.14751E-03  0.10813E+02 -0.50502E-04  0.31494E-08 -0.50503E-04  0.31493E-08 -0.50355E-04 -0.62922E-08 -0.50356E-04 -0.62919E-08      3 -0.92014E-05  0.10813E+02  0.12117E-05  0.31493E-08  0.13591E-05 -0.62919E-08  0.27858E+01 -0.49753E-04
  0.19670E-03  0.14415E+02  0.19668E-03  0.14418E+02 -0.67335E-04  0.22448E-08 -0.67338E-04  0.22447E-08 -0.67139E-04 -0.62749E-08 -0.67141E-04 -0.62745E-08      4 -0.12270E-04  0.14418E+02  0.16161E-05  0.22447E-08  0.18128E-05 -0.62745E-08  0.10097E+00 -0.88467E-04
  0.24588E-03  0.18018E+02  0.24585E-03  0.18022E+02 -0.84169E-04  0.15853E-08 -0.84172E-04  0.15852E-08 -0.83923E-04 -0.63361E-08 -0.83926E-04 -0.63355E-08      5 -0.15340E-04  0.18022E+02  0.20208E-05  0.15852E-08  0.22668E-05 -0.63355E-08  0.27992E+01 -0.13825E-03
  0.29506E-03  0.21620E+02  0.29502E-03  0.21627E+02 -0.10100E-03  0.10777E-08 -0.10101E-03  0.10776E-08 -0.10071E-03 -0.63568E-08 -0.10071E-03 -0.63562E-08      6 -0.18410E-04  0.21627E+02  0.24257E-05  0.10776E-08  0.27210E-05 -0.63562E-08  0.10145E+00 -0.19912E-03
  0.34425E-03  0.25223E+02  0.34419E-03  0.25231E+02 -0.11783E-03  0.84440E-09 -0.11784E-03  0.84430E-09 -0.11749E-03 -0.63193E-08 -0.11750E-03 -0.63186E-08      7 -0.21481E-04  0.25231E+02  0.28308E-05  0.84430E-09  0.31756E-05 -0.63186E-08  0.28125E+01 -0.27108E-03
  0.39344E-03  0.28825E+02  0.39336E-03  0.28836E+02 -0.13467E-03  0.63917E-09 -0.13468E-03  0.63908E-09 -0.13427E-03 -0.62453E-08 -0.13428E-03 -0.62445E-08      8 -0.24553E-04  0.28836E+02  0.32362E-05  0.63908E-09  0.36305E-05 -0.62445E-08  0.10193E+00 -0.35413E-03
  0.44263E-03  0.32427E+02  0.44253E-03  0.32441E+02 -0.15150E-03  0.41552E-09 -0.15151E-03  0.41545E-09 -0.15106E-03 -0.63220E-08 -0.15107E-03 -0.63211E-08      9 -0.27626E-04  0.32441E+02  0.36418E-05  0.41545E-09  0.40856E-05 -0.63211E-08  0.28257E+01 -0.44827E-03
  0.49182E-03  0.36028E+02  0.49170E-03  0.36046E+02 -0.16833E-03  0.31814E-09 -0.16834E-03  0.31809E-09 -0.16784E-03 -0.62616E-08 -0.16785E-03 -0.62606E-08     10 -0.30700E-04  0.36046E+02  0.40477E-05  0.31809E-09  0.45411E-05 -0.62606E-08  0.10241E+00 -0.55352E-03
