  0.90592E-05  0.21038E+01  0.90592E-05  0.21038E+01  0.48698E-04  0.42075E+01  0.48697E-04  0.42077E+01 -0.30441E-04  0.26882E-08 -0.30441E-04  0.26881E-08      1 -0.13065E-05  0.21038E+01 -0.22230E-05  0.42077E+01 -0.25571E-06  0.26881E-08  0.32366E+01 -0.60512E-05
  0.18118E-04  0.42075E+01  0.18117E-04  0.42076E+01  0.97399E-04  0.84147E+01  0.97394E-04  0.84156E+01 -0.60880E-04  0.25984E-08 -0.60882E-04  0.25983E-08      2 -0.26133E-05  0.42076E+01 -0.44474E-05  0.84156E+01 -0.51057E-06  0.25983E-08  0.10048E+00 -0.24214E-04
  0.27176E-04  0.63112E+01  0.27175E-04  0.63113E+01  0.14610E-03  0.12622E+02  0.14609E-03  0.12623E+02 -0.91318E-04  0.20900E-08 -0.91323E-04  0.20898E-08      3 -0.39203E-05  0.63113E+01 -0.66731E-05  0.12623E+02 -0.76459E-06  0.20898E-08  0.32521E+01 -0.54503E-04
  0.36233E-04  0.84149E+01  0.36233E-04  0.84152E+01  0.19481E-03  0.16828E+02  0.19479E-03  0.16832E+02 -0.12176E-03  0.25860E-08 -0.12176E-03  0.25857E-08      4 -0.52277E-05  0.84152E+01 -0.89003E-05  0.16832E+02 -0.10178E-05  0.25857E-08  0.10096E+00 -0.96930E-04
  0.45291E-04  0.10519E+02  0.45290E-04  0.10519E+02  0.24352E-03  0.21035E+02  0.24349E-03  0.21040E+02 -0.15219E-03  0.20976E-08 -0.15220E-03  0.20973E-08      5 -0.65354E-05  0.10519E+02 -0.11129E-04  0.21040E+02 -0.12701E-05  0.20973E-08  0.32675E+01 -0.15151E-03
  0.54348E-04  0.12622E+02  0.54346E-04  0.12623E+02  0.29223E-03  0.25241E+02  0.29218E-03  0.25248E+02 -0.18263E-03  0.25982E-08 -0.18264E-03  0.25978E-08      6 -0.78434E-05  0.12623E+02 -0.13359E-04  0.25248E+02 -0.15216E-05  0.25978E-08  0.10144E+00 -0.21825E-03
  0.63405E-04  0.14726E+02  0.63403E-04  0.14727E+02  0.34094E-03  0.29446E+02  0.34088E-03  0.29456E+02 -0.21306E-03  0.20867E-08 -0.21308E-03  0.20862E-08      7 -0.91516E-05  0.14727E+02 -0.15590E-04  0.29456E+02 -0.17722E-05  0.20862E-08  0.32829E+01 -0.29717E-03
  0.72462E-04  0.16830E+02  0.72460E-04  0.16831E+02  0.38965E-03  0.33652E+02  0.38958E-03  0.33665E+02 -0.24349E-03  0.26176E-08 -0.24352E-03  0.26169E-08      8 -0.10460E-04  0.16831E+02 -0.17823E-04  0.33665E+02 -0.20220E-05  0.26169E-08  0.10191E+00 -0.38829E-03
  0.81520E-04  0.18933E+02  0.81516E-04  0.18935E+02  0.43837E-03  0.37857E+02  0.43827E-03  0.37873E+02 -0.27393E-03  0.21688E-08 -0.27396E-03  0.21682E-08      9 -0.11769E-04  0.18935E+02 -0.20057E-04  0.37873E+02 -0.22710E-05  0.21682E-08  0.32982E+01 -0.49160E-03
  0.90577E-04  0.21037E+02  0.90573E-04  0.21039E+02  0.48709E-03  0.42062E+02  0.48697E-03  0.42082E+02 -0.30436E-03  0.26203E-08 -0.30440E-03  0.26195E-08     10 -0.13078E-04  0.21039E+02 -0.22292E-04  0.42082E+02 -0.25191E-05  0.26195E-08  0.10239E+00 -0.60714E-03
