  0.48704E-04  0.46809E+01  0.48703E-04  0.46811E+01  0.26512E-04  0.35106E+01  0.26512E-04  0.35107E+01 -0.39861E-04  0.19637E-07 -0.39861E-04  0.19637E-07      1 -0.23481E-05  0.46811E+01 -0.19807E-05  0.35107E+01 -0.68314E-06  0.19637E-07  0.36007E+01 -0.89728E-05
  0.97411E-04  0.93614E+01  0.97406E-04  0.93623E+01  0.53024E-04  0.70212E+01  0.53023E-04  0.70215E+01 -0.79719E-04  0.20728E-07 -0.79722E-04  0.20726E-07      2 -0.46981E-05  0.93623E+01 -0.39625E-05  0.70215E+01 -0.13648E-05  0.20726E-07  0.10048E+00 -0.35909E-04
  0.14612E-03  0.14042E+02  0.14611E-03  0.14044E+02  0.79536E-04  0.10532E+02  0.79533E-04  0.10532E+02 -0.11958E-03  0.20662E-07 -0.11958E-03  0.20660E-07      3 -0.70498E-05  0.14044E+02 -0.59452E-05  0.10532E+02 -0.20451E-05  0.20660E-07  0.36179E+01 -0.80834E-04
  0.19483E-03  0.18721E+02  0.19481E-03  0.18725E+02  0.10605E-03  0.14042E+02  0.10604E-03  0.14043E+02 -0.15943E-03  0.20746E-07 -0.15944E-03  0.20742E-07      4 -0.94034E-05  0.18725E+02 -0.79289E-05  0.14043E+02 -0.27239E-05  0.20742E-07  0.10096E+00 -0.14377E-03
  0.24354E-03  0.23401E+02  0.24351E-03  0.23407E+02  0.13256E-03  0.17552E+02  0.13255E-03  0.17554E+02 -0.19928E-03  0.20816E-07 -0.19930E-03  0.20812E-07      5 -0.11759E-04  0.23407E+02 -0.99136E-05  0.17554E+02 -0.34013E-05  0.20812E-07  0.36351E+01 -0.22474E-03
  0.29226E-03  0.28080E+02  0.29222E-03  0.28089E+02  0.15907E-03  0.21062E+02  0.15906E-03  0.21065E+02 -0.23913E-03  0.20847E-07 -0.23916E-03  0.20842E-07      6 -0.14116E-04  0.28089E+02 -0.11899E-04  0.21065E+02 -0.40772E-05  0.20842E-07  0.10144E+00 -0.32378E-03
  0.34098E-03  0.32759E+02  0.34092E-03  0.32770E+02  0.18559E-03  0.24572E+02  0.18557E-03  0.24577E+02 -0.27898E-03  0.20946E-07 -0.27902E-03  0.20941E-07      7 -0.16475E-04  0.32770E+02 -0.13886E-04  0.24577E+02 -0.47517E-05  0.20941E-07  0.36522E+01 -0.44090E-03
  0.38970E-03  0.37438E+02  0.38962E-03  0.37453E+02  0.21210E-03  0.28082E+02  0.21208E-03  0.28088E+02 -0.31883E-03  0.20879E-07 -0.31888E-03  0.20872E-07      8 -0.18836E-04  0.37453E+02 -0.15874E-04  0.28088E+02 -0.54248E-05  0.20872E-07  0.10191E+00 -0.57614E-03
  0.43842E-03  0.42116E+02  0.43832E-03  0.42135E+02  0.23862E-03  0.31592E+02  0.23859E-03  0.31600E+02 -0.35867E-03  0.20679E-07 -0.35874E-03  0.20671E-07      9 -0.21198E-04  0.42135E+02 -0.17863E-04  0.31600E+02 -0.60965E-05  0.20671E-07  0.36692E+01 -0.72950E-03
  0.48714E-03  0.46794E+02  0.48702E-03  0.46817E+02  0.26513E-03  0.35102E+02  0.26510E-03  0.35111E+02 -0.39852E-03  0.20572E-07 -0.39860E-03  0.20564E-07     10 -0.23563E-04  0.46817E+02 -0.19852E-04  0.35111E+02 -0.67667E-05  0.20564E-07  0.10238E+00 -0.90103E-03
